428977.442639166	12672996.8858365
423654.593692251	12668363.7202791
428303.650045495	12702387.1962965
429389.823172237	12669649.2966714
428580.255292528	12702031.2845670
429197.590200207	12670296.9106553
432203.075668692	12663578.3316859
430984.558149398	12667473.7116228
431232.507713765	12668035.4711793
432277.887434199	12663894.6891952
431365.189099962	12668731.3543724
429956.202108830	12677348.8891393
429905.737984329	12675007.2857620
429039.242242398	12673129.1652140
427768.105663827	12692542.0055395
429616.942457939	12689801.7994904
430991.832553815	12668876.8288633
429327.125945841	12689832.2891437
420160.823089844	12679598.7074237
424276.313672571	12722150.8471277
422099.709349993	12683081.1114836
426738.885005372	12688920.7898478
424345.414276667	12683154.1299293
420310.050444043	12704354.3190428
425779.544883522	12692331.8742694
424918.655923964	12678065.7749791
419144.565258565	12663343.9660430
422065.616338145	12702193.9364525
425604.562607109	12688594.8362575
424924.963785798	12696833.0396993
422295.542795279	12713476.5112494
425837.136501554	12682171.3897338
424275.614961979	12683009.6361999
419374.722300646	12717123.6664945
421593.391691665	12683169.6212627
424839.936239053	12700672.0530914
418407.418576581	12709373.8469032
428240.616744397	12664607.0004637
422706.461491061	12691416.6688121
427036.999374582	12681620.3779696
425482.464087157	12682617.4974351
424541.061653147	12683357.2748494
426127.439970706	12692596.7017191
424276.313672571	12722150.8471277
418205.948203684	12708388.9213544
420960.061292518	12705890.8278152
423341.045419564	12699623.5176603
424458.570490933	12677960.8662433
424532.416177350	12683883.4931135
424187.265812846	12698437.1758279
421660.812984696	12654695.9900512
421126.220737246	12710862.1266404
430741.216394752	12680377.4421945
424358.708100294	12698705.0805508
430193.539972810	12684433.4137081
427037.416631908	12689620.7885505
425292.378100986	12667972.3055530
420914.690679771	12674367.9119009
425671.572338516	12680046.9837759
426244.216075930	12692059.4760953
423554.799254398	12675002.6431615
424372.814251269	12677245.4286356
423704.580361934	12654599.1283291
420773.581948129	12658341.4794117
421856.995578597	12656133.5973887
419580.119765570	12665628.1778215
423162.022672270	12653571.5179941
422721.490488615	12671925.2381203
424868.770281047	12681004.3304864
421693.957206470	12681813.9346744
424247.482069109	12656588.4110193
423012.415723447	12654466.1246916
427415.613677628	12660434.5072298
424277.018983068	12656383.1669271
424509.505752159	12655209.9793418
421856.995578597	12656133.5973887
426744.515107831	12679320.8725329
421281.333120240	12682363.2777685
425218.162467817	12667221.9386065
422032.319719508	12682226.6349676
424574.534572552	12655584.5210809
427415.035210724	12689133.8887361
424414.931799681	12666492.3851297
423301.827075013	12657691.0071091
422725.590453299	12667166.3365761
426296.930027077	12658490.8613376
429301.334705463	12663563.7700318
424134.312674009	12679291.9612320
427967.974959105	12658946.7938658
424087.227459327	12653994.9170829
422238.948701297	12685749.2341798
421261.921981660	12682600.8584654
427414.368591594	12660586.4791665
429450.505438345	12663388.7047528
420112.212447418	12658741.5972288
404554.978283331	12600655.9108975
405872.569254698	12602029.4605411
405525.138454605	12609339.9224367
405294.090324880	12606345.3908311
405839.256073093	12608824.8093899
402504.972221981	12608185.0109894
406098.525608061	12603209.1321566
402609.792104839	12604625.8937611
406335.047035476	12624111.1011836
405233.364364376	12625524.8962756
406211.509148973	12617910.3778328
405839.124304497	12608441.9778051
404196.533346445	12600559.0463663
405415.139680324	12606407.6836150
405577.858654667	12599892.2310310
406163.945704440	12609833.3044496
404424.091025404	12601167.1194115
406311.716184064	12613514.8183361
406313.337746381	12613518.5257381
406636.178912863	12617041.1290788
406570.011249021	12617292.9647343
404346.614702941	12620346.2222802
409656.542175147	12595315.5332103
406912.695765753	12593991.1494546
414216.440173658	12609683.0656705
394020.324830174	12601252.8736832
406837.370919936	12622258.5333081
402217.531711318	12596319.0138162
412955.084044427	12612540.9179058
402517.934681673	12591394.8588703
398612.438435916	12599617.6497424
401640.735388763	12585554.9591658
395073.448116770	12602731.0118134
394221.289397792	12608299.1935630
400280.476588392	12598416.4374302
408547.861227842	12585787.6710244
402517.934681673	12591394.8588703
400747.001328311	12592197.1848621
400294.420198062	12593244.8685677
403264.882420035	12590515.9880435
401726.423894167	12587699.4543866
427569.191862651	12659218.3644804
406013.310688511	12593683.5827289
405584.895530720	12610031.8430734
405748.666364185	12596793.0930451
405740.512641209	12597359.3540225
405846.056766386	12601989.6285935
405557.899175406	12602033.7141774
405304.738227083	12606550.3400691
405555.472947068	12600185.5529274
402740.397537177	12601531.4953202
404440.902548994	12600376.5592866
403804.995152987	12602898.0003364
405293.001662418	12604555.4636875
408868.200594459	12592002.5716221
405672.891324131	12588118.7723781
392277.321770803	12583220.8532426
391780.904314464	12580187.4049474
405745.472820610	12588104.9019081
391572.587788659	12580494.3934379
391944.192641609	12583672.1407917
391767.807718234	12579891.8421190
394651.266999534	12587212.0416419
391141.644798172	12587879.8943253
394651.266999534	12587212.0416419
407374.068396175	12600961.1791965
407414.776293416	12593384.9137375
406822.360919471	12592863.8300780
407467.976553386	12603352.4613720
407323.021895602	12598049.6525111
407433.613069880	12603331.8832135
408077.419385698	12602743.4508972
408341.698277798	12602867.9989611
409656.542175147	12595315.5332103
419528.669832885	12610100.0580960
419745.370952004	12609554.5185840
414048.341897457	12604592.2774478
413568.372624293	12603986.4085454
413554.910498434	12603150.8155284
414170.338299494	12603428.3446533
414043.131407090	12603419.0478919
404181.743237486	12594417.9594562
403993.342046607	12591622.4567418
403107.342713022	12591764.3936633
401154.270957786	12593659.6660763
403191.987058997	12589460.0284153
403332.157087047	12600388.7292075
402213.810650785	12590597.4453435
401643.408958212	12597329.1368323
401583.960228277	12594342.8133115
404022.631479550	12598819.5290695
402488.030433050	12600269.4755925
403345.087172197	12589721.4463178
401715.926986075	12597308.2971215
404718.095503715	12592734.2049361
405005.303318517	12591326.2194984
425421.450839453	12682578.3368435
424560.909694535	12660923.8520885
428017.254590289	12672087.9729722
428324.402453705	12688365.4889965
428299.827627859	12670561.5216327
424247.482069109	12656588.4110193
429072.397123432	12673949.1458379
410846.627851487	12607413.2673383
423588.340061185	12668967.9480050
402384.069206927	12589072.7184295
399653.114532385	12596285.6730296
398207.624460761	12603042.8053060
400275.623336938	12593750.0125571
429764.273845945	12678049.3509534
405705.423133294	12588061.2347445
398224.527300834	12603041.1724250
402806.726506242	12600160.5202029
425293.432462371	12683058.0890419
406002.697922104	12593596.8328337
405446.587629948	12596424.1478173
403489.962333985	12601855.4318464
405500.449220330	12599433.5417525
405732.243378308	12596914.8081677
391415.495334106	12580565.2279549
392094.756546564	12599227.4982695
391804.423938921	12581683.5458258
418630.971962393	12602354.7478214
392024.339192052	12583256.8678697
395538.261091897	12586355.2843650
391268.996007171	12583662.3215328
391445.888298672	12581357.1123033
391682.068613743	12580371.8503264
430765.794467159	12673975.8723715
429096.186286384	12688081.1966373
421065.064880122	12702189.9313075
428353.711184706	12694979.8875040
429054.943328702	12674105.6888134
423848.013210612	12669002.1508964
429486.979862388	12687540.5878363
429546.414865523	12680747.2538862
430282.461487838	12678705.5893723
426970.805224959	12730121.5189192
425426.404264480	12679934.9184171
421834.813933232	12656159.2345305
419279.443798554	12663768.9312242
420022.303259283	12658598.0863796
421669.852143246	12651421.0136649
424517.019812245	12678061.9292656
391780.904314464	12580187.4049474
428520.809026894	12662625.4082685
419483.041113764	12626129.8741637
422185.418351225	12690602.8167818
407395.174254070	12597080.6644954
430548.091352725	12681183.3876453
429522.336300295	12686850.0156917
428108.663141346	12691273.1130533
429096.647865359	12663998.5239631
430009.055162014	12682503.7034833
405502.169569352	12599584.0807330
406479.756013025	12595183.3947671
405744.832924037	12596798.8887720
405645.493067555	12608778.0302215
403530.587414517	12593136.8896324
412112.665419217	12576998.7678644
410944.003829582	12576488.3625767
412090.929738646	12576971.8386785
411007.378462099	12576564.8507618
418789.495204630	12591860.0308382
409516.879648187	12569473.0840617
410513.272637954	12578393.9942779
412410.765019206	12575189.6658243
410958.129883200	12573144.0707645
412662.362070770	12559885.8442497
410840.149912941	12571182.8383751
415169.092065279	12570214.8283380
410623.119929526	12575523.4491102
410727.139719173	12575058.1770679
412371.229607979	12570990.0803743
410414.172965396	12571089.5789982
411079.669813837	12570232.4499750
411040.460711726	12576635.9612855
411394.789708539	12578642.9999573
412949.244344529	12571219.1150055
411151.885224500	12578750.4836296
410532.145635068	12574855.9725291
411294.064992433	12569531.4410447
411815.890465232	12576528.1305874
410396.004480689	12576567.9812246
412469.006993219	12570409.1507345
411026.107809183	12577577.0398103
412062.903899428	12573447.4576134
411827.990435385	12579435.8740741
412069.649582560	12578246.7131280
417101.096258457	12587629.1279432
415792.854538204	12588237.4943662
413454.664195907	12590616.9296213
417915.797954305	12569483.1002273
417915.797954305	12569483.1002273
412075.114609470	12572664.8075667
418845.864532921	12569301.2802183
417210.292452347	12587594.6162824
410665.164945760	12575067.3412482
409622.549357048	12575019.8980607
416899.043860120	12587930.9900055
424896.508923999	12581512.6408517
409840.391143485	12570010.0370556
413957.456014163	12573291.5678980
414055.841334082	12573196.0314260
414286.962604181	12573230.6683510
417338.609745128	12572435.2608298
414030.615264241	12573871.9932045
414152.845699085	12575147.1862953
409821.213230943	12569417.7509274
413993.173432599	12573511.9281145
412081.371893787	12572678.3510313
421442.546696441	12581715.2272707
410661.680046063	12572939.5554787
413849.480099772	12574098.4179402
412541.102425832	12578859.6342336
413668.839935999	12565033.5952300
414863.114604957	12573257.3953817
410426.788658684	12577102.1170465
